name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Welington Damascena Santos,DEF,Southampton,0,0,0,0,0,0,718,0,0,0,0,219,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,22,0,187,0,2,3,0,0,22,39,17,40,FALSE,0,22
Alex Scott,MID,Bournemouth,0,0,0,0,0,0,77,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,22,0,3011,0,4,1,0,0,-38,17,55,47,FALSE,0,22
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0,0,0,0,0,0,427,0,0,0,0,219,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,17,0,0,0,0,22,0,18098,0,2,3,0,0,-455,373,828,42,TRUE,0,22
Tomiyasu Takehiro,DEF,Arsenal,0,0,0,0,0,0,22,0,0,0,0,211,0,0,0,0,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,22,0,3741,0,2,2,0,0,7,39,32,48,TRUE,0,22
Malcolm Ebiowei,MID,Crystal Palace,0,0,0,0,0,0,197,0,0,0,0,220,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,22,0,249,0,2,0,0,0,0,0,0,45,FALSE,0,22
Ben Brereton Díaz,MID,Southampton,0,0,0,0,0,0,584,0,0,0,0,219,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,22,0,16361,0,2,3,0,0,-168,28,196,49,FALSE,0,22
Pau Torres,DEF,Aston Villa,0,0,0,0,0,0,52,0,0,0,0,211,0,0,0,0,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,22,0,96129,0,2,2,0,0,-8624,131,8755,42,FALSE,0,22
Joel Ward,DEF,Crystal Palace,0,0,0,0,0,0,215,0,0,0,0,220,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,22,0,9509,0,2,0,0,0,-41,97,138,43,FALSE,0,22
Antonín Kinsky,GK,Spurs,0,0,0,8,0,0,716,0,0,0,1.95,214,3,0,3.3,32.6,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,22,4,26599,1,2,3,0,2,10024,11471,1447,45,FALSE,0,22
Will Lankshear,FWD,Spurs,0,0,0,0,0,0,609,0,0,0,0,214,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,22,0,173771,0,2,3,0,0,-5933,2773,8706,45,FALSE,0,22
Hwang Hee-chan,MID,Wolves,0,0,0,0,0,0,550,0,0,0,0,213,0,0,0,0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,22,0,32710,0,1,3,0,0,-2383,579,2962,61,FALSE,0,22
Mikey Moore,MID,Spurs,0,2,0,25,0,15.7,610,0.4,0.52,0.12,0,214,0,0,4.4,17.6,2025-01-19T14:00:00Z,17,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,22,0,21392,0,2,3,11,7,-140,130,270,45,FALSE,0,22
Hákon Valdimarsson,GK,Brentford,0,0,0,0,0,0,109,0,0,0,0,212,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,22,0,479358,0,2,0,0,0,-411,11667,12078,39,TRUE,0,22
Alex Paulsen,GK,Bournemouth,0,0,0,0,0,0,75,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,22,0,2350,0,4,1,0,0,-36,0,36,40,FALSE,0,22
João Victor Gomes da Silva,MID,Wolves,0,0,2,29,0,41.4,553,0.09,0.09,0,3.15,213,3,0,7.9,35.8,2025-01-20T20:00:00Z,90,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,22,0,35633,1,1,3,2,4,-3904,488,4392,49,FALSE,0,22
Cole Palmer,MID,Chelsea,0,0,0,14,0,33.3,182,0.22,0.41,0.19,0.83,213,1,0,7.2,8.8,2025-01-20T20:00:00Z,83,0,0,0,0,0,0,0,FALSE,20,0,0,0,0,22,0,7634967,1,1,3,30,2,-59393,61130,120523,114,TRUE,0,22
Mitoma Kaoru,MID,Brighton,0,1,2,38,0,24.8,136,0.28,1.08,0.8,1.48,217,1,1,12.3,58.8,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,556632,1,3,1,39,12,-23355,10718,34073,63,FALSE,0,22
Boubakary Soumaré,MID,Leicester,0,0,0,14,0,1.8,285,0.01,0.01,0,2.19,216,2,0,1.6,8.2,2025-01-18T15:00:00Z,90,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,47030,1,2,0,6,2,-1322,1939,3261,44,TRUE,0,22
Chris Wood,FWD,Nott'm Forest,0,1,3,46,0,23,447,0.02,0.75,0.73,0.49,219,1,1,11.2,54,2025-01-19T14:00:00Z,82,0,0,0,0,0,0,0,FALSE,17,0,0,0,0,22,0,4605610,1,2,3,35,12,910266,927431,17165,70,TRUE,0,22
Joe Worrall,DEF,Nott'm Forest,0,0,0,0,0,0,448,0,0,0,0,219,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,17,0,0,0,0,22,0,2292,0,2,3,0,0,-15,0,15,45,TRUE,0,22
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,3,0,10.3,214,0.06,0.06,0,0,220,0,0,1.1,1,2025-01-18T15:00:00Z,1,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,22,0,7041,0,2,0,0,1,-84,226,310,46,FALSE,0,22
Milos Kerkez,DEF,Bournemouth,0,0,0,21,0,7.1,70,0.09,0.14,0.05,0.79,218,1,1,6.9,44.4,2025-01-18T12:30:00Z,90,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,22,0,841436,1,4,1,17,7,-4454,45828,50282,48,FALSE,1,22
Adrian Mazilu,MID,Brighton,0,0,0,0,0,0,133,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,1324,0,3,1,0,0,-8,0,8,45,FALSE,0,22
Jason Steele,GK,Brighton,0,0,0,0,0,0,142,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,106328,0,3,1,0,0,-2093,579,2672,41,FALSE,0,22
Arijanet Muric,GK,Ipswich,0,0,0,0,0,0,568,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,22,0,95529,0,6,0,0,0,-6186,491,6677,44,TRUE,0,22
Harvey Davies,GK,Liverpool,0,0,0,0,0,0,669,0,0,0,0,212,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,4,0,0,0,0,22,0,1671,0,2,0,0,0,-38,66,104,40,FALSE,0,22
Carl Rushworth,GK,Brighton,0,0,0,0,0,0,615,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,4515,0,3,1,0,0,-78,0,78,40,FALSE,0,22
Ibrahim Sangaré,MID,Nott'm Forest,0,0,0,0,0,0,442,0,0,0,0,219,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,17,0,0,0,0,22,0,80430,0,2,3,0,0,-2207,3273,5480,43,TRUE,0,22
Hannibal Mejbri,MID,Man Utd,0,0,0,0,0,0,373,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,22,0,3696,0,3,1,0,0,-27,0,27,45,TRUE,0,22
Brandon Austin,GK,Spurs,0,0,0,0,0,0,479,0,0,0,0,214,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,22,0,53848,0,2,3,0,0,-648,630,1278,40,FALSE,0,22
Conor Coady,DEF,Leicester,0,0,0,0,0,0,288,0,0,0,0,216,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,43305,0,2,0,0,0,-1065,859,1924,40,TRUE,0,22
Wes Foderingham,GK,West Ham,0,0,0,0,0,0,522,0,0,0,0,220,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,22,0,15106,0,2,0,0,0,-109,223,332,43,TRUE,0,22
Armando Broja,FWD,Everton,0,0,0,0,0,0,156,0,0,0,0,214,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,18,0,0,0,0,22,0,6421,0,2,3,0,0,-358,51,409,54,TRUE,0,22
Adam Webster,DEF,Brighton,0,0,0,0,0,0,147,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,6932,0,3,1,0,0,304,424,120,43,FALSE,0,22
Thomas Partey,MID,Arsenal,0,0,0,17,0,33.8,20,0.29,0.29,0,1.04,211,2,0,5.1,13,2025-01-18T17:30:00Z,90,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,22,0,85986,1,2,2,4,2,-2518,1726,4244,50,TRUE,0,22
Harry Wilson,MID,Fulham,0,1,1,32,1,86.6,259,0.44,0.47,0.03,0.47,216,0,0,14,38.8,2025-01-18T15:00:00Z,90,0,0,0,0,0,0,0,FALSE,11,0,0,0,0,22,0,99665,1,2,0,15,7,-5577,9565,15142,52,FALSE,0,22
Kasey McAteer,MID,Leicester,0,0,0,3,0,0.8,299,0.01,0.01,0,0.61,216,1,0,0.8,5.4,2025-01-18T15:00:00Z,26,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,5306,0,2,0,2,0,-210,74,284,47,TRUE,1,22
Curtis Jones,MID,Liverpool,0,0,0,2,0,11.8,324,0.03,0.03,0,0.08,212,0,0,1.5,3.4,2025-01-18T15:00:00Z,10,0,0,0,0,0,0,0,FALSE,4,0,0,0,0,22,0,56091,0,2,0,0,1,-8844,1627,10471,53,FALSE,0,22
Wes Burns,MID,Ipswich,0,0,0,0,0,0,264,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,22,0,4592,0,6,0,0,0,-103,154,257,48,TRUE,0,22
Treymaurice Nyoni,MID,Liverpool,0,0,0,0,0,0,688,0,0,0,0,212,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,4,0,0,0,0,22,0,383,0,2,0,0,0,-13,34,47,45,FALSE,0,22
Gustavo Nunes Fernandes Gomes,MID,Brentford,0,0,0,0,0,0,634,0,0,0,0,212,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,22,0,299,0,2,0,0,0,6,17,11,49,TRUE,0,22
Yunus Emre Konak,MID,Brentford,0,0,0,0,0,0,97,0,0,0,0,212,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,22,0,6521,0,2,0,0,0,-146,61,207,45,TRUE,0,22
Max Kilman,DEF,West Ham,0,0,0,7,0,1.6,524,0.01,0.01,0,1.32,220,2,0,1.8,14.4,2025-01-18T15:00:00Z,90,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,22,0,137872,1,2,0,2,1,-3250,1574,4824,44,TRUE,0,22
Deniz Undav,FWD,Brighton,0,0,0,0,0,0,143,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,492,0,3,1,0,0,-2,0,2,55,FALSE,0,22
Alex Murphy,DEF,Newcastle,0,0,0,0,0,0,390,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,22,0,81874,0,4,1,0,0,-1429,1143,2572,40,TRUE,0,22
George Edmundson,DEF,Ipswich,0,0,0,0,0,0,269,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,22,0,6795,0,6,0,0,0,-90,0,90,40,TRUE,0,22
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,0,0,0,0,0,0,571,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,10,0,0,0,0,22,0,639259,0,6,0,0,0,130647,165750,35103,65,FALSE,0,22
Emerson Palmieri dos Santos,DEF,West Ham,0,0,0,0,0,16.4,520,0.02,0.02,0,0.28,220,1,0,2.4,5.4,2025-01-18T15:00:00Z,55,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,22,0,73147,1,2,0,2,1,-1186,2061,3247,44,TRUE,0,22
Abdoulaye Doucouré,MID,Everton,0,0,0,0,0,4.7,217,0.01,0.01,0,1.12,214,2,0,1.8,7.6,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,18,0,0,0,0,22,0,19154,1,2,3,6,1,38,845,807,51,TRUE,1,22
Alfie Pond,DEF,Wolves,0,0,0,0,0,0,664,0,0,0,0,213,0,0,0,0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,22,0,92309,0,1,3,0,0,1520,5407,3887,39,FALSE,0,22
José Malheiro de Sá,GK,Wolves,0,0,0,2,0,0,554,0,0,0,3.15,213,3,0,2.3,22.6,2025-01-20T20:00:00Z,90,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,22,3,204528,1,1,3,0,2,76,7572,7496,43,FALSE,0,22
Woyo Coulibaly,DEF,Leicester,0,0,0,0,0,0,726,0,0,0,0,216,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,225,0,2,0,0,0,192,198,6,40,TRUE,0,22
Alexander Isak,FWD,Newcastle,0,0,0,10,0,12.3,401,0.07,0.13,0.06,2.26,218,4,0,3.6,11.4,2025-01-18T12:30:00Z,90,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,22,0,6503452,1,4,1,12,2,388996,412475,23479,94,TRUE,0,22
Yves Bissouma,MID,Spurs,0,0,0,0,0,0,482,0,0,0,0,214,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,22,0,30132,0,2,3,0,0,-918,361,1279,49,FALSE,0,22
Conor Gallagher,MID,Chelsea,0,0,0,0,0,0,169,0,0,0,0,213,0,0,0,0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,FALSE,20,0,0,0,0,22,0,15241,0,1,3,0,0,-62,0,62,59,TRUE,0,22
Philip Billing,MID,Bournemouth,0,0,0,0,0,0,76,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,22,0,5121,0,4,1,0,0,-244,60,304,48,FALSE,0,22
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0,0,0,1,0,0.8,548,0,0.02,0.02,0.08,213,0,0,0.2,0,2025-01-20T20:00:00Z,16,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,22,0,15129,0,1,3,2,1,-1387,583,1970,53,FALSE,0,22
Brajan Gruda,MID,Brighton,0,0,0,0,0,0,595,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,2644,0,3,1,0,0,-66,32,98,54,FALSE,0,22
Rodrigo 'Rodri' Hernandez,MID,Man City,0,0,0,0,0,0,360,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,10,0,0,0,0,22,0,88979,0,6,0,0,0,-394,34,428,62,FALSE,0,22
Đorđe Petrović,GK,Chelsea,0,0,0,0,0,0,183,0,0,0,0,213,0,0,0,0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,FALSE,20,0,0,0,0,22,0,18077,0,1,3,0,0,-133,0,133,44,TRUE,0,22
Justin Devenny,MID,Crystal Palace,0,0,0,5,0,1.1,645,0,0.01,0.01,0.15,220,0,0,1.4,5.8,2025-01-18T15:00:00Z,22,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,22,0,16172,0,2,0,7,1,-1263,263,1526,45,FALSE,0,22
Craig Dawson,DEF,Wolves,0,0,0,0,0,0,542,0,0,0,0,213,0,0,0,0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,22,0,15872,0,1,3,0,0,-303,91,394,43,FALSE,0,22
Jordan Ayew,MID,Leicester,0,0,0,-2,0,4.3,192,0.01,0.27,0.26,1.78,216,2,0,3.4,2.8,2025-01-18T15:00:00Z,70,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,19198,1,2,0,27,2,-337,505,842,52,TRUE,0,22
Marcos Senesi,DEF,Bournemouth,0,0,0,0,0,0,79,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,22,0,33447,0,4,1,0,0,-787,54,841,46,FALSE,0,22
Kiernan Dewsbury-Hall,MID,Chelsea,0,1,1,25,0,13.8,166,0.14,0.36,0.22,0.63,213,1,0,5.6,23.4,2025-01-20T20:00:00Z,76,0,0,0,0,0,0,0,FALSE,20,0,0,0,0,22,0,11653,1,1,3,19,6,-163,14,177,55,TRUE,0,22
Kaine Kesler-Hayden,DEF,Aston Villa,0,0,0,0,0,0,43,0,0,0,0,211,0,0,0,0,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,22,0,942,0,2,2,0,0,-4,0,4,40,FALSE,0,22
João Cavaco Cancelo,DEF,Man City,0,0,0,0,0,0,353,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,10,0,0,0,0,22,0,22800,0,6,0,0,0,-64,0,64,53,FALSE,0,22
Maxwel Cornet,MID,Southampton,0,0,0,0,0,0,515,0,0,0,0,219,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,22,0,2532,0,2,3,0,0,-15,33,48,47,FALSE,0,22
Jefferson Lerma Solís,MID,Crystal Palace,0,0,0,0,0,0,206,0,0,0,0,220,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,22,0,5822,0,2,0,0,0,-645,84,729,48,FALSE,0,22
Jannik Vestergaard,DEF,Leicester,0,0,0,2,0,0.8,307,0,0,0,2.19,216,2,0,1.4,11.2,2025-01-18T15:00:00Z,90,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,162815,1,2,0,2,0,-3209,972,4181,40,TRUE,1,22
Jacob Wright,MID,Man City,0,0,0,0,0,0,671,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,10,0,0,0,0,22,0,1373,0,6,0,0,0,-50,56,106,45,FALSE,0,22
Luke Thomas,DEF,Leicester,0,0,0,0,0,0,305,0,0,0,0,216,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,210728,0,2,0,0,0,-1489,4685,6174,39,TRUE,0,22
Bruno Borges Fernandes,MID,Man Utd,0,0,1,31,0,23.8,366,0.23,1.11,0.88,1.93,217,3,1,8.3,36.6,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,22,0,1169619,1,3,1,23,8,-67044,38864,105908,84,TRUE,0,22
Adam Smith,DEF,Bournemouth,0,0,0,0,0,0,81,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,22,0,16108,0,4,1,0,0,-514,182,696,44,FALSE,0,22
Miodrag Pivaš,DEF,Newcastle,0,0,0,0,0,0,574,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,22,0,6842,0,4,1,0,0,-79,0,79,40,TRUE,0,22
Billy Gilmour,MID,Brighton,0,0,0,0,0,0,124,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,22,0,3890,0,3,1,0,0,-20,0,20,50,FALSE,0,22
Rasmus Højlund,FWD,Man Utd,0,0,0,3,0,0.3,375,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,6,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,22,0,144024,0,3,1,0,1,-34481,3932,38413,69,TRUE,0,22
Callum Wilson,FWD,Newcastle,0,0,0,0,0,0,421,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,22,0,5026,0,4,1,0,0,-40,73,113,69,TRUE,0,22
Crysencio Summerville,MID,West Ham,0,0,0,0,0,0,587,0,0,0,0,220,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,22,0,39182,0,2,0,0,0,-1682,69,1751,56,TRUE,0,22
Jesurun Rak-Sakyi,MID,Crystal Palace,0,0,0,0,0,0,213,0,0,0,0,220,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,22,0,3228,0,2,0,0,0,-37,0,37,45,FALSE,0,22
Oliver Skipp,MID,Leicester,0,0,0,1,0,1.6,501,0,0.06,0.06,0.61,216,1,0,1.6,3.4,2025-01-18T15:00:00Z,25,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,22,0,4378,0,2,0,11,1,-53,57,110,47,TRUE,0,22
Tomáš Souček,MID,West Ham,0,0,0,9,0,1.4,530,0.02,0.02,0,1.32,220,2,0,1.5,11.8,2025-01-18T15:00:00Z,90,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,22,0,194406,1,2,0,2,2,12174,18747,6573,49,TRUE,0,22
Taylor Harwood-Bellis,DEF,Southampton,0,0,0,5,0,5.9,461,0.02,0.09,0.07,2.05,219,3,0,3,17,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,22,0,836462,1,2,3,7,1,-22241,5749,27990,41,FALSE,0,22
Alphonse Areola,GK,West Ham,0,0,0,0,0,0,513,0,0,0,0,220,0,0,0,0,2025-01-18T15:00:00Z,0,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,22,0,430771,0,2,0,0,0,-25985,968,26953,42,TRUE,0,22
Lisandro Martínez,DEF,Man Utd,0,0,0,0,0,0,380,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,22,0,397136,0,3,1,0,0,-8822,6063,14885,44,TRUE,0,22
Richarlison de Andrade,FWD,Spurs,0,0,0,31,0,0.3,497,0,0.39,0.39,0.31,214,0,1,9.1,36,2025-01-19T14:00:00Z,45,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,22,0,37681,0,2,3,55,5,976,1286,310,68,FALSE,0,22
Joško Gvardiol,DEF,Man City,0,0,0,31,1,7.7,350,0.06,0.06,0,0.58,215,0,0,3,22.2,2025-01-19T16:30:00Z,90,0,0,0,0,0,0,0,FALSE,10,0,0,0,0,22,0,2258381,1,6,0,0,6,-48366,45912,94278,60,FALSE,0,22
Harry Clarke,DEF,Ipswich,0,0,0,0,0,0,266,0,0,0,0,215,0,0,0,0,2025-01-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,22,0,7904,0,6,0,0,0,-197,102,299,40,TRUE,0,22
Joachim Andersen,DEF,Fulham,0,0,0,28,1,1.4,191,0.02,0.02,0,0.47,216,0,0,2,18.2,2025-01-18T15:00:00Z,90,0,0,0,0,0,0,0,FALSE,11,0,0,0,0,22,0,433396,1,2,0,0,6,-3419,4703,8122,42,FALSE,0,22
Moisés Caicedo Corozo,MID,Chelsea,0,0,0,12,0,4.7,157,0.01,0.03,0.02,0.86,213,1,0,2.3,16.4,2025-01-20T20:00:00Z,90,0,0,0,0,0,0,0,FALSE,20,0,0,0,0,22,0,137712,1,1,3,2,1,-6934,3243,10177,49,TRUE,1,22
Carlos Henrique Casimiro,MID,Man Utd,0,0,0,0,0,0,368,0,0,0,0,217,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,22,0,49384,0,3,1,0,0,-1329,539,1868,47,TRUE,0,22
Roman Dixon,DEF,Everton,0,0,0,0,0,0,627,0,0,0,0,214,0,0,0,0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,18,0,0,0,0,22,0,8297,0,2,3,0,0,-176,59,235,40,TRUE,0,22
Jhon Durán,FWD,Aston Villa,0,0,0,3,0,0.3,38,0.01,0.01,0,0.41,211,0,0,0,0,2025-01-18T17:30:00Z,10,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,22,0,311906,0,2,2,0,1,-18478,10581,29059,58,FALSE,0,22
Jacob Murphy,MID,Newcastle,0,0,0,7,0,2.3,402,0.02,0.03,0.01,1.66,218,2,0,1.6,1.4,2025-01-18T12:30:00Z,65,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,22,0,600196,1,4,1,12,2,-30830,40045,70875,51,TRUE,0,22
Sean Longstaff,MID,Newcastle,0,0,0,0,0,0,410,0,0,0,0,218,0,0,0,0,2025-01-18T12:30:00Z,0,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,22,0,46753,0,4,1,0,0,-1914,813,2727,46,TRUE,0,22
Leander Dendoncker,MID,Aston Villa,0,0,0,0,0,0,33,0,0,0,0,211,0,0,0,0,2025-01-18T17:30:00Z,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,22,0,21950,0,2,2,0,0,-245,0,245,45,FALSE,0,22
Trevoh Chalobah,DEF,Chelsea,0,1,3,32,0,23.1,159,0.02,0.16,0.14,0.86,213,1,0,8,44.4,2025-01-20T20:00:00Z,90,0,0,0,0,0,0,0,FALSE,20,0,0,0,0,22,0,108139,1,1,3,12,8,-11808,5410,17218,44,TRUE,0,22
Ryan Manning,DEF,Southampton,0,0,0,8,0,16.5,467,0.06,0.06,0,0.9,219,0,0,3.3,14.4,2025-01-19T14:00:00Z,33,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,22,0,6346,0,2,3,2,1,-85,33,118,43,FALSE,0,22
Vitalii Mykolenko,DEF,Everton,0,0,0,4,0,2.8,231,0.01,0.1,0.09,1.12,214,2,0,1.7,12.8,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,18,0,0,0,0,22,0,637612,1,2,3,1,1,-7980,21570,29550,43,TRUE,0,22
