player_name_id,element,value,season,event,fixture,total_points,minutes,goals_scored,assists,team_elo,opp_team_elo,position,bonus,bps,clean_sheets,goals_conceded,was_home,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,cbi,defensive_contribution,recoveries,tackles,saves,team_name,opp_team_name
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,18.0,171.0,0.0,0.0,0.0,0.0,1246.190579649488,1088.5918999214127,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brighton
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,19.0,181.0,0.0,0.0,0.0,0.0,1251.941997786122,1188.962583017327,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Aston Villa
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,20.0,192.0,0.0,0.0,0.0,0.0,1260.1489011580811,1035.9029829073306,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Bournemouth
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,21.0,201.0,0.0,0.0,0.0,0.0,1264.4630357388257,1188.3117680597998,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Liverpool
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,22.0,217.0,0.0,0.0,0.0,0.0,1262.3056628714587,1013.9532219193231,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Nott'm Forest
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,23.0,221.0,0.0,0.0,0.0,0.0,1256.1687847964808,1068.0025436327387,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Man Utd
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,24.0,234.0,0.0,0.0,0.0,0.0,1241.2269092591193,975.3151788621179,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Leeds
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,25.0,241.0,0.0,0.0,0.0,0.0,1244.7847029944387,1048.9325332726464,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Sunderland
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,26.0,252.0,0.0,0.0,0.0,0.0,1249.677469726681,1081.183298116947,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brentford
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,26.0,310.0,0.0,0.0,0.0,0.0,1245.1753571525715,908.5298478384614,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Wolves
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,27.0,269.0,0.0,0.0,0.0,0.0,1237.6929599372763,981.6040563349128,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Spurs
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,28.0,271.0,0.0,0.0,0.0,0.0,1241.4191638038399,1132.6000274397768,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Chelsea
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,29.0,283.0,0.0,0.0,0.0,0.0,1248.3856488963465,1076.7573890994313,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brighton
Kepa Arrizabalaga Revuelta,2.0,41.0,20252026.0,30.0,291.0,0.0,0.0,0.0,0.0,1253.8119067896885,1068.5415633193436,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Everton
Kepa Arrizabalaga Revuelta,2.0,40.0,20252026.0,32.0,311.0,0.0,0.0,0.0,0.0,1258.9332849668642,1068.1455991534128,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Bournemouth
Kepa Arrizabalaga Revuelta,2.0,40.0,20252026.0,33.0,327.0,0.0,0.0,0.0,0.0,1243.9345979022578,1233.4588713048481,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Man City
Kepa Arrizabalaga Revuelta,2.0,40.0,20252026.0,34.0,331.0,0.0,0.0,0.0,0.0,1233.6331735912618,1057.8356905624848,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Newcastle
Kepa Arrizabalaga Revuelta,2.0,40.0,20252026.0,35.0,341.0,0.0,0.0,0.0,0.0,1238.9650570140386,1055.108016124455,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Fulham
Kepa Arrizabalaga Revuelta,2.0,40.0,20252026.0,36.0,360.0,0.0,0.0,0.0,0.0,1244.1174929943477,1001.4898263629776,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,West Ham
Kepa Arrizabalaga Revuelta,2.0,40.0,20252026.0,37.0,361.0,0.0,0.0,0.0,0.0,1248.0843716281652,872.1824437865105,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Burnley
Kepa Arrizabalaga Revuelta,2.0,40.0,20252026.0,38.0,373.0,2.0,90.0,0.0,0.0,1250.1452244334544,1037.7495547835335,GK,0.0,11.0,0.0,1.0,false,0.0,0.0,0.0,0.98,1.0,3.0,0.0,8.0,0.0,2.0,Arsenal,Crystal Palace
Karl Hein,3.0,40.0,20252026.0,1.0,9.0,0.0,0.0,0.0,0.0,1222.618796168101,1020.755938697936,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Man Utd
Karl Hein,3.0,40.0,20252026.0,2.0,11.0,0.0,0.0,0.0,0.0,1227.3848193189535,935.9591174364621,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Leeds
Karl Hein,3.0,40.0,20252026.0,3.0,25.0,0.0,0.0,0.0,0.0,1230.5331398115277,1245.9148741868203,GK,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Liverpool
Karl Hein,3.0,40.0,20252026.0,4.0,31.0,0.0,0.0,0.0,0.0,1220.9755726926464,1055.2633150868137,GK,0.0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Nott'm Forest
